l_joint1,l_joint2,l_joint3,l_joint4,l_joint5,l_joint6,l_joint7,r_joint1,r_joint2,r_joint3,r_joint4,r_joint5,r_joint6,r_joint7
-0.39242581,-1.21052313,0.15461829,0.65426397,0.12811595,0.00000000,0.00000000,-2.04266548,0.53901201,-0.13282967,0.45899960,0.10380479,0.00000000,0.00000000
-0.39302999,-1.21043754,0.15585932,0.65480763,0.13447918,0.00000000,0.00000000,-2.04295349,0.53573817,-0.13591824,0.45957851,0.10983617,0.00000000,0.00000000
-0.39343560,-1.21014905,0.15732834,0.65516865,0.14124697,0.00000000,0.00000000,-2.04287386,0.53262198,-0.13892478,0.45997104,0.11589523,0.00000000,0.00000000
-0.39352089,-1.20959330,0.15904500,0.65539825,0.14708385,0.00000000,0.00000000,-2.04235363,0.52988338,-0.14168510,0.46024358,0.11917580,0.00000000,0.00000000
-0.39315334,-1.20873845,0.16100979,0.65557885,0.15556008,0.00000000,0.00000000,-2.04132438,0.52777785,-0.14402740,0.46049136,0.12250208,0.00000000,0.00000000
-0.39228472,-1.20760655,0.16317657,0.65586203,0.16704486,0.00000000,0.00000000,-2.03973651,0.52640170,-0.14582330,0.46074426,0.12766737,0.00000000,0.00000000
-0.39095858,-1.20625830,0.16546281,0.65640450,0.17513292,0.00000000,0.00000000,-2.03755617,0.52567947,-0.14700152,0.46095306,0.13517420,0.00000000,0.00000000
-0.38920385,-1.20488513,0.16777597,0.65722406,0.18679044,0.00000000,0.00000000,-2.03475666,0.52554792,-0.14751388,0.46106791,0.13601595,0.00000000,0.00000000
-0.38697398,-1.20389223,0.17001514,0.65815127,0.19901733,0.00000000,0.00000000,-2.03131008,0.52605188,-0.14730701,0.46108139,0.13784084,0.00000000,0.00000000
-0.38423526,-1.20378196,0.17205264,0.65893114,0.20995486,0.00000000,0.00000000,-2.02719522,0.52721089,-0.14633891,0.46097025,0.14565176,0.00000000,0.00000000
-0.38111514,-1.20490646,0.17372681,0.65933985,0.22104371,0.00000000,0.00000000,-2.02240586,0.52885437,-0.14462002,0.46062914,0.15545763,0.00000000,0.00000000
-0.37791419,-1.20733285,0.17487399,0.65921247,0.22934771,0.00000000,0.00000000,-2.01694894,0.53067029,-0.14221399,0.45990086,0.16263928,0.00000000,0.00000000
-0.37493199,-1.21092129,0.17539421,0.65843177,0.23616309,0.00000000,0.00000000,-2.01083016,0.53243911,-0.13919251,0.45867833,0.16689618,0.00000000,0.00000000
-0.37230343,-1.21542215,0.17531246,0.65697336,0.23574403,0.00000000,0.00000000,-2.00404239,0.53418052,-0.13560924,0.45695865,0.17303009,0.00000000,0.00000000
-0.36999661,-1.22046351,0.17479537,0.65496719,0.23305199,0.00000000,0.00000000,-1.99657166,0.53609252,-0.13152389,0.45481226,0.18426964,0.00000000,0.00000000
-0.36794490,-1.22552633,0.17410308,0.65267766,0.23452997,0.00000000,0.00000000,-1.98840773,0.53838044,-0.12704079,0.45231837,0.18843837,0.00000000,0.00000000
-0.36614412,-1.23004210,0.17350516,0.65039676,0.23290944,0.00000000,0.00000000,-1.97955489,0.54115468,-0.12230733,0.44953388,0.19412337,0.00000000,0.00000000
-0.36464244,-1.23354411,0.17321165,0.64835101,0.23262529,0.00000000,0.00000000,-1.97002602,0.54443985,-0.11747292,0.44649687,0.20161045,0.00000000,0.00000000
-0.36350003,-1.23574805,0.17334060,0.64668483,0.22884741,0.00000000,0.00000000,-1.95983994,0.54821068,-0.11265416,0.44323069,0.20834000,0.00000000,0.00000000
-0.36277714,-1.23655987,0.17391989,0.64547724,0.22040400,0.00000000,0.00000000,-1.94901741,0.55240899,-0.10793116,0.43974414,0.21322896,0.00000000,0.00000000
-0.36251584,-1.23605013,0.17492300,0.64472699,0.20321417,0.00000000,0.00000000,-1.93757987,0.55697066,-0.10335871,0.43604100,0.21478309,0.00000000,0.00000000
-0.36270097,-1.23440313,0.17631994,0.64433801,0.18490934,0.00000000,0.00000000,-1.92554855,0.56186062,-0.09897296,0.43212894,0.22229107,0.00000000,0.00000000
-0.36326855,-1.23186827,0.17809586,0.64415741,0.16220519,0.00000000,0.00000000,-1.91294253,0.56705725,-0.09479734,0.42800492,0.22665910,0.00000000,0.00000000
-0.36417875,-1.22875226,0.18022200,0.64405769,0.14485651,0.00000000,0.00000000,-1.89978242,0.57247984,-0.09085114,0.42362356,0.22995888,0.00000000,0.00000000
-0.36546159,-1.22542441,0.18262720,0.64398491,0.13175388,0.00000000,0.00000000,-1.88608980,0.57795602,-0.08715069,0.41888985,0.23969124,0.00000000,0.00000000
-0.36716324,-1.22225225,0.18521866,0.64392722,0.11701682,0.00000000,0.00000000,-1.87188137,0.58330590,-0.08369929,0.41370094,0.24804544,0.00000000,0.00000000
-0.36925963,-1.21950817,0.18792780,0.64386129,0.10287616,0.00000000,0.00000000,-1.85716200,0.58846337,-0.08048087,0.40800267,0.25922671,0.00000000,0.00000000
-0.37165731,-1.21734166,0.19072592,0.64375699,0.08963437,0.00000000,0.00000000,-1.84192681,0.59347844,-0.07747437,0.40179601,0.27142107,0.00000000,0.00000000
-0.37427741,-1.21582401,0.19360413,0.64362717,0.08394634,0.00000000,0.00000000,-1.82616913,0.59839410,-0.07467768,0.39508620,0.28002802,0.00000000,0.00000000
-0.37710539,-1.21498597,0.19655214,0.64352918,0.07521922,0.00000000,0.00000000,-1.80988324,0.60317129,-0.07211039,0.38784596,0.29547814,0.00000000,0.00000000
-0.38013324,-1.21484149,0.19955024,0.64347267,0.06619784,0.00000000,0.00000000,-1.79305494,0.60779458,-0.06978180,0.38005567,0.30836457,0.00000000,0.00000000
-0.38328284,-1.21541357,0.20256461,0.64334339,0.06092436,0.00000000,0.00000000,-1.77565265,0.61242378,-0.06765777,0.37177092,0.31799242,0.00000000,0.00000000
-0.38642582,-1.21674705,0.20554601,0.64297056,0.05390023,0.00000000,0.00000000,-1.75763106,0.61735386,-0.06566800,0.36311048,0.33005926,0.00000000,0.00000000
-0.38949734,-1.21884513,0.20844096,0.64230001,0.04462941,0.00000000,0.00000000,-1.73894870,0.62277722,-0.06375228,0.35414520,0.33964685,0.00000000,0.00000000
-0.39255273,-1.22155988,0.21121682,0.64146733,0.03676265,0.00000000,0.00000000,-1.71957946,0.62865150,-0.06189436,0.34482977,0.35019249,0.00000000,0.00000000
-0.39566889,-1.22462702,0.21388258,0.64067274,0.03072936,0.00000000,0.00000000,-1.69950652,0.63485247,-0.06010478,0.33507344,0.36180061,0.00000000,0.00000000
-0.39883429,-1.22782350,0.21647899,0.64001542,0.02381897,0.00000000,0.00000000,-1.67870927,0.64136195,-0.05838026,0.32483724,0.37520254,0.00000000,0.00000000
-0.40196615,-1.23105645,0.21904717,0.63948965,0.01931657,0.00000000,0.00000000,-1.65716064,0.64824915,-0.05668774,0.31412765,0.39154634,0.00000000,0.00000000
-0.40500677,-1.23433113,0.22160436,0.63909215,0.01318347,0.00000000,0.00000000,-1.63483119,0.65551668,-0.05497891,0.30291608,0.40525660,0.00000000,0.00000000
-0.40795180,-1.23760784,0.22414531,0.63887221,0.00616784,0.00000000,0.00000000,-1.61169660,0.66310322,-0.05321490,0.29113457,0.41801378,0.00000000,0.00000000
-0.41079685,-1.24073088,0.22666030,0.63884908,0.00289489,0.00000000,0.00000000,-1.58773649,0.67100471,-0.05136975,0.27873755,0.42703140,0.00000000,0.00000000
-0.41350937,-1.24349058,0.22914641,0.63894123,0.00084724,0.00000000,0.00000000,-1.56292915,0.67928678,-0.04940906,0.26570681,0.43879804,0.00000000,0.00000000
-0.41606677,-1.24572515,0.23160265,0.63902295,-0.00048658,0.00000000,0.00000000,-1.53724587,0.68796086,-0.04726915,0.25198272,0.45224264,0.00000000,0.00000000
-0.41847718,-1.24737060,0.23402070,0.63902539,-0.00346915,0.00000000,0.00000000,-1.51065242,0.69693100,-0.04486100,0.23744050,0.46234196,0.00000000,0.00000000
-0.42074531,-1.24843097,0.23638734,0.63894492,-0.00785107,0.00000000,0.00000000,-1.48311293,0.70608819,-0.04209164,0.22196230,0.47524017,0.00000000,0.00000000
-0.42284548,-1.24891651,0.23869403,0.63878858,-0.01073102,0.00000000,0.00000000,-1.45459282,0.71540487,-0.03887587,0.20550703,0.48791698,0.00000000,0.00000000
-0.42474186,-1.24882412,0.24093388,0.63855630,-0.01272244,0.00000000,0.00000000,-1.42505717,0.72492886,-0.03513037,0.18809935,0.50110316,0.00000000,0.00000000
-0.42642385,-1.24816883,0.24308394,0.63826275,-0.00661755,0.00000000,0.00000000,-1.39446747,0.73472738,-0.03076650,0.16977063,0.50918186,0.00000000,0.00000000
-0.42790678,-1.24701548,0.24510297,0.63792425,0.00352289,0.00000000,0.00000000,-1.36278391,0.74486119,-0.02569483,0.15053169,0.51780373,0.00000000,0.00000000
-0.42921790,-1.24546504,0.24695966,0.63751709,0.01247348,0.00000000,0.00000000,-1.32997036,0.75538242,-0.01983544,0.13038877,0.52808487,0.00000000,0.00000000
-0.43040580,-1.24361062,0.24865986,0.63699222,0.02004360,0.00000000,0.00000000,-1.29599500,0.76632237,-0.01312419,0.10936241,0.53325176,0.00000000,0.00000000
-0.43154690,-1.24152410,0.25024191,0.63634795,0.02774101,0.00000000,0.00000000,-1.26083398,0.77769166,-0.00551716,0.08749714,0.53499824,0.00000000,0.00000000
-0.43270436,-1.23933005,0.25175217,0.63564456,0.03838837,0.00000000,0.00000000,-1.22447395,0.78950244,0.00300168,0.06487020,0.53798902,0.00000000,0.00000000
-0.43388993,-1.23721635,0.25323716,0.63494337,0.04797146,0.00000000,0.00000000,-1.18691564,0.80178589,0.01241468,0.04159450,0.53878957,0.00000000,0.00000000
-0.43507785,-1.23538733,0.25474694,0.63424420,0.06663794,0.00000000,0.00000000,-1.14817679,0.81458122,0.02266997,0.01780170,0.54062867,0.00000000,0.00000000
-0.43625891,-1.23398137,0.25632516,0.63351089,0.09079195,0.00000000,0.00000000,-1.10829210,0.82790756,0.03368523,-0.00638933,0.53347421,0.00000000,0.00000000
-0.43746808,-1.23302770,0.25799432,0.63274181,0.11913506,0.00000000,0.00000000,-1.06731474,0.84174114,0.04535427,-0.03089312,0.52811962,0.00000000,0.00000000
-0.43876028,-1.23246014,0.25976029,0.63199985,0.14703077,0.00000000,0.00000000,-1.02531505,0.85600686,0.05755597,-0.05565364,0.52385455,0.00000000,0.00000000
-0.44017377,-1.23216677,0.26162902,0.63138020,0.16936935,0.00000000,0.00000000,-0.98237932,0.87058461,0.07016242,-0.08063006,0.52019149,0.00000000,0.00000000
-0.44172651,-1.23203325,0.26360625,0.63096702,0.19313155,0.00000000,0.00000000,-0.93860608,0.88532639,0.08304344,-0.10578728,0.51409042,0.00000000,0.00000000
-0.44343352,-1.23195934,0.26568285,0.63081539,0.21606213,0.00000000,0.00000000,-0.89410537,0.90007490,0.09606884,-0.13108759,0.50595218,0.00000000,0.00000000
-0.44530493,-1.23187375,0.26783252,0.63095188,0.23583956,0.00000000,0.00000000,-0.84899724,0.91468078,0.10910890,-0.15647587,0.49762407,0.00000000,0.00000000
-0.44731823,-1.23177803,0.27002889,0.63138372,0.25221881,0.00000000,0.00000000,-0.80340970,0.92902786,0.12203240,-0.18186341,0.49013790,0.00000000,0.00000000
-0.44941163,-1.23178327,0.27225137,0.63211262,0.26954353,0.00000000,0.00000000,-0.75747782,0.94304818,0.13470395,-0.20713067,0.47354922,0.00000000,0.00000000
-0.45152488,-1.23207629,0.27446571,0.63314766,0.28857818,0.00000000,0.00000000,-0.71134371,0.95669323,0.14698531,-0.23215577,0.45878208,0.00000000,0.00000000
-0.45363230,-1.23282814,0.27661306,0.63451552,0.30566722,0.00000000,0.00000000,-0.66515774,0.96989053,0.15873982,-0.25683689,0.44652969,0.00000000,0.00000000
-0.45571327,-1.23412800,0.27863815,0.63626474,0.31650108,0.00000000,0.00000000,-0.61907816,0.98255885,0.16983436,-0.28108183,0.43373126,0.00000000,0.00000000
-0.45768642,-1.23599577,0.28053042,0.63845420,0.32932305,0.00000000,0.00000000,-0.57326764,0.99468237,0.18013893,-0.30478024,0.42815116,0.00000000,0.00000000
-0.45939881,-1.23843038,0.28232151,0.64112312,0.33940691,0.00000000,0.00000000,-0.52789074,1.00635397,0.18952811,-0.32779646,0.42537171,0.00000000,0.00000000
-0.46070242,-1.24143326,0.28403449,0.64427376,0.34921208,0.00000000,0.00000000,-0.48311365,1.01771617,0.19788232,-0.34999055,0.42640400,0.00000000,0.00000000
-0.46150750,-1.24501181,0.28564858,0.64789730,0.35834557,0.00000000,0.00000000,-0.43910471,1.02888846,0.20508991,-0.37123564,0.42620558,0.00000000,0.00000000
-0.46174827,-1.24917710,0.28711313,0.65201539,0.36443299,0.00000000,0.00000000,-0.39603564,1.03994942,0.21105437,-0.39142975,0.42458117,0.00000000,0.00000000
-0.46132046,-1.25391006,0.28837547,0.65669626,0.36818650,0.00000000,0.00000000,-0.35408193,1.05093694,0.21570845,-0.41053051,0.42569232,0.00000000,0.00000000
-0.46006748,-1.25909984,0.28938434,0.66204262,0.37313646,0.00000000,0.00000000,-0.31342438,1.06181490,0.21902807,-0.42860678,0.42479056,0.00000000,0.00000000
-0.45778871,-1.26464117,0.29008830,0.66811907,0.37884739,0.00000000,0.00000000,-0.27423972,1.07257283,0.22102185,-0.44580141,0.42424393,0.00000000,0.00000000
-0.45425895,-1.27053463,0.29045165,0.67491490,0.38073921,0.00000000,0.00000000,-0.23669052,1.08330584,0.22170807,-0.46226802,0.41973209,0.00000000,0.00000000
-0.44926050,-1.27695584,0.29046777,0.68232054,0.37933931,0.00000000,0.00000000,-0.20091657,1.09423590,0.22108850,-0.47811753,0.41667914,0.00000000,0.00000000
-0.44260290,-1.28429484,0.29015419,0.69008720,0.38270101,0.00000000,0.00000000,-0.16702698,1.10573637,0.21914360,-0.49337715,0.41189456,0.00000000,0.00000000
-0.43410659,-1.29315925,0.28955176,0.69779366,0.38638902,0.00000000,0.00000000,-0.13508900,1.11839938,0.21586199,-0.50796026,0.40769452,0.00000000,0.00000000
-0.42358580,-1.30432391,0.28873694,0.70486987,0.39319491,0.00000000,0.00000000,-0.10512130,1.13306463,0.21127939,-0.52166253,0.40517956,0.00000000,0.00000000
-0.41088274,-1.31861711,0.28780237,0.71069056,0.40155676,0.00000000,0.00000000,-0.07710554,1.15071130,0.20549527,-0.53420007,0.40438807,0.00000000,0.00000000
-0.39592016,-1.33680439,0.28678519,0.71465594,0.40835121,0.00000000,0.00000000,-0.05101179,1.17229366,0.19868027,-0.54524994,0.40633601,0.00000000,0.00000000
-0.37871191,-1.35953176,0.28561258,0.71620035,0.40669197,0.00000000,0.00000000,-0.02681113,1.19866300,0.19110519,-0.55445039,0.40330380,0.00000000,0.00000000
-0.35937577,-1.38729465,0.28412780,0.71479529,0.40283909,0.00000000,0.00000000,-0.00444833,1.23052609,0.18317358,-0.56137323,0.39831340,0.00000000,0.00000000
-0.33825231,-1.42030823,0.28214130,0.71005893,0.40199804,0.00000000,0.00000000,0.01622669,1.26824427,0.17541187,-0.56552655,0.39820272,0.00000000,0.00000000
-0.31603181,-1.45831883,0.27942187,0.70191598,0.39662629,0.00000000,0.00000000,0.03551189,1.31150413,0.16842771,-0.56641096,0.40049168,0.00000000,0.00000000
-0.29364991,-1.50063014,0.27566445,0.69061035,0.38873339,0.00000000,0.00000000,0.05378818,1.35937262,0.16285551,-0.56354028,0.40371871,0.00000000,0.00000000
-0.27199700,-1.54652023,0.27053466,0.67645299,0.38036585,0.00000000,0.00000000,0.07136261,1.41093898,0.15926243,-0.55633658,0.40907997,0.00000000,0.00000000
-0.25186124,-1.59566057,0.26378018,0.65947068,0.36841515,0.00000000,0.00000000,0.08842871,1.46586812,0.15802124,-0.54391980,0.42013133,0.00000000,0.00000000
-0.23406872,-1.64811707,0.25529426,0.63919020,0.35116398,0.00000000,0.00000000,0.10512108,1.52427697,0.15927875,-0.52505273,0.43170828,0.00000000,0.00000000
-0.21938135,-1.70409799,0.24509111,0.61462253,0.33099249,0.00000000,0.00000000,0.12140454,1.58628535,0.16309780,-0.49849334,0.44551176,0.00000000,0.00000000
-0.20821023,-1.76369095,0.23326804,0.58450216,0.30909863,0.00000000,0.00000000,0.13680738,1.65174949,0.16962360,-0.46355054,0.45817867,0.00000000,0.00000000
-0.20058873,-1.82655168,0.22000313,0.54781985,0.29202774,0.00000000,0.00000000,0.15031154,1.72010207,0.17907172,-0.42038551,0.46621323,0.00000000,0.00000000
-0.19628908,-1.89146531,0.20546119,0.50441295,0.26927498,0.00000000,0.00000000,0.16064675,1.79027641,0.19155081,-0.36989573,0.47936794,0.00000000,0.00000000
-0.19450721,-1.95596623,0.18954384,0.45523757,0.24848548,0.00000000,0.00000000,0.16706036,1.86094499,0.20685467,-0.31331822,0.49661058,0.00000000,0.00000000
-0.19371024,-2.01685238,0.17191799,0.40199897,0.22615033,0.00000000,0.00000000,0.16968831,1.93036604,0.22445197,-0.25217283,0.51728028,0.00000000,0.00000000
-0.19252962,-2.07106495,0.15245715,0.34657031,0.20495011,0.00000000,0.00000000,0.16887937,1.99603343,0.24373323,-0.18850143,0.53937668,0.00000000,0.00000000
-0.19011924,-2.11586475,0.13133538,0.29074126,0.18495443,0.00000000,0.00000000,0.16510485,2.05508614,0.26411217,-0.12455234,0.56358176,0.00000000,0.00000000
-0.18618460,-2.14827394,0.10891926,0.23646800,0.16056187,0.00000000,0.00000000,0.15905856,2.10462403,0.28506759,-0.06241883,0.58821338,0.00000000,0.00000000
-0.18095212,-2.16546249,0.08566271,0.18628016,0.13668759,0.00000000,0.00000000,0.15155551,2.14162898,0.30620217,-0.00396727,0.60558581,0.00000000,0.00000000
-0.17499205,-2.16973829,0.06201927,0.14316912,0.11972470,0.00000000,0.00000000,0.14342487,2.16293168,0.32728881,0.04906678,0.61762244,0.00000000,0.00000000
-0.16895008,-2.17000008,0.03837166,0.10982501,0.10024601,0.00000000,0.00000000,0.13562383,2.16927385,0.34829423,0.09488826,0.62221444,0.00000000,0.00000000
-0.16342704,-2.17000008,0.01499735,0.08797969,0.07863599,0.00000000,0.00000000,0.12934394,2.16997504,0.36936492,0.13184552,0.62309885,0.00000000,0.00000000
-0.15906347,-2.17000008,-0.00792337,0.07830141,0.05880907,0.00000000,0.00000000,0.12571964,2.17000008,0.39072493,0.15918279,0.62154782,0.00000000,0.00000000
-0.15648584,-2.16980791,-0.03028986,0.08032528,0.03912668,0.00000000,0.00000000,0.12550849,2.17000008,0.41254336,0.17727086,0.61877185,0.00000000,0.00000000
-0.15609710,-2.16670799,-0.05207134,0.09200807,0.02067341,0.00000000,0.00000000,0.12896086,2.17000008,0.43484473,0.18742096,0.61657339,0.00000000,0.00000000
-0.15802665,-2.15476084,-0.07330208,0.10954230,0.00772602,0.00000000,0.00000000,0.13578661,2.17000008,0.45747077,0.19173427,0.61667526,0.00000000,0.00000000
-0.16229169,-2.13435221,-0.09407058,0.12854345,-0.00485361,0.00000000,0.00000000,0.14508502,2.17000008,0.48010302,0.19266725,0.61714768,0.00000000,0.00000000
-0.16883519,-2.11033750,-0.11450540,0.14557649,-0.01688887,0.00000000,0.00000000,0.15540345,2.17000008,0.50235033,0.19233975,0.61589336,0.00000000,0.00000000
-0.17745879,-2.08688998,-0.13476089,0.15844475,-0.03046387,0.00000000,0.00000000,0.16512661,2.16999769,0.52385962,0.19212082,0.61688221,0.00000000,0.00000000
-0.18786511,-2.06675315,-0.15499464,0.16581458,-0.04033422,0.00000000,0.00000000,0.17292085,2.16996622,0.54438502,0.19263957,0.61345005,0.00000000,0.00000000
-0.19972935,-2.05158591,-0.17534249,0.16696590,-0.05534482,0.00000000,0.00000000,0.17787300,2.16988564,0.56378311,0.19406003,0.61100423,0.00000000,0.00000000
-0.21265173,-2.04215884,-0.19590695,0.16168490,-0.07031026,0.00000000,0.00000000,0.17931400,2.16986990,0.58196872,0.19628613,0.60798615,0.00000000,0.00000000
-0.22603910,-2.03863907,-0.21675856,0.15013322,-0.08821943,0.00000000,0.00000000,0.17661449,2.16994238,0.59888721,0.19897842,0.60551631,0.00000000,0.00000000
-0.23907845,-2.04091859,-0.23793224,0.13269308,-0.11094001,0.00000000,0.00000000,0.16923825,2.16998959,0.61451906,0.20162968,0.60174066,0.00000000,0.00000000
-0.25089446,-2.04875493,-0.25940609,0.10988265,-0.13130713,0.00000000,0.00000000,0.15704414,2.16999412,0.62889141,0.20388158,0.59674740,0.00000000,0.00000000
-0.26081315,-2.06168294,-0.28107750,0.08236291,-0.14485514,0.00000000,0.00000000,0.14057228,2.16998625,0.64208347,0.20584472,0.59804028,0.00000000,0.00000000
-0.26858830,-2.07883906,-0.30276155,0.05097243,-0.15497606,0.00000000,0.00000000,0.12110894,2.16999435,0.65424788,0.20800909,0.59894538,0.00000000,0.00000000
-0.27450299,-2.09890270,-0.32422039,0.01671086,-0.16575353,0.00000000,0.00000000,0.10058313,2.16999960,0.66566795,0.21069962,0.60031199,0.00000000,0.00000000
-0.27904230,-2.12017918,-0.34521025,-0.01927247,-0.17550947,0.00000000,0.00000000,0.08131633,2.17000008,0.67682076,0.21343800,0.60014695,0.00000000,0.00000000
-0.28213704,-2.14050364,-0.36551404,-0.05551601,-0.18567500,0.00000000,0.00000000,0.06501351,2.17000008,0.68823248,0.21492368,0.59972727,0.00000000,0.00000000
-0.28371608,-2.15711546,-0.38496825,-0.09031032,-0.19981660,0.00000000,0.00000000,0.05183060,2.17000008,0.70015234,0.21409650,0.59915388,0.00000000,0.00000000
-0.28492257,-2.16705894,-0.40354046,-0.12214857,-0.20983881,0.00000000,0.00000000,0.04126248,2.17000008,0.71263367,0.21045087,0.59765691,0.00000000,0.00000000
-0.28803286,-2.16979265,-0.42139059,-0.14983657,-0.22048053,0.00000000,0.00000000,0.03252449,2.17000008,0.72566611,0.20362376,0.60023654,0.00000000,0.00000000
-0.29562822,-2.16999722,-0.43883291,-0.17264397,-0.22677702,0.00000000,0.00000000,0.02451512,2.16994524,0.73917443,0.19341095,0.60227466,0.00000000,0.00000000
-0.30956483,-2.17000008,-0.45616129,-0.19081061,-0.23131037,0.00000000,0.00000000,0.01617781,2.16905975,0.75300270,0.18025161,0.60572714,0.00000000,0.00000000
-0.33021617,-2.17000008,-0.47345361,-0.20562978,-0.23351130,0.00000000,0.00000000,0.00688010,2.16561198,0.76696253,0.16534992,0.60996515,0.00000000,0.00000000
-0.35630497,-2.17000008,-0.49050450,-0.21871386,-0.23018388,0.00000000,0.00000000,-0.00363406,2.15970254,0.78092283,0.15010814,0.61319214,0.00000000,0.00000000
-0.38553405,-2.17000008,-0.50693345,-0.23116340,-0.23309213,0.00000000,0.00000000,-0.01555714,2.15289688,0.79485184,0.13551947,0.61257207,0.00000000,0.00000000
-0.41578194,-2.17000008,-0.52237743,-0.24340501,-0.23466541,0.00000000,0.00000000,-0.02907704,2.14633465,0.80880445,0.12209729,0.61362535,0.00000000,0.00000000
-0.44518456,-2.17000008,-0.53652585,-0.25518748,-0.23808740,0.00000000,0.00000000,-0.04397152,2.14045930,0.82290208,0.11023099,0.60924035,0.00000000,0.00000000
-0.47173142,-2.17000008,-0.54905498,-0.26572767,-0.23867084,0.00000000,0.00000000,-0.05919229,2.13534212,0.83731437,0.10053790,0.60759372,0.00000000,0.00000000
-0.49383318,-2.17000008,-0.55968362,-0.27428260,-0.23578356,0.00000000,0.00000000,-0.07303975,2.13088346,0.85222542,0.09389446,0.60436845,0.00000000,0.00000000
-0.51035869,-2.17000008,-0.56824851,-0.27997875,-0.22949931,0.00000000,0.00000000,-0.08368509,2.12685394,0.86780280,0.09123833,0.60681903,0.00000000,0.00000000
-0.52054381,-2.17000008,-0.57473147,-0.28170663,-0.22405247,0.00000000,0.00000000,-0.08958516,2.12269330,0.88419139,0.09329362,0.61385393,0.00000000,0.00000000
-0.52383512,-2.16996098,-0.57917529,-0.27848518,-0.21463394,0.00000000,0.00000000,-0.08978377,2.11742020,0.90151024,0.10033207,0.62503505,0.00000000,0.00000000
-0.51968831,-2.16926694,-0.58159721,-0.26967451,-0.20375361,0.00000000,0.00000000,-0.08403770,2.10985303,0.91984242,0.11207429,0.63387626,0.00000000,0.00000000
-0.50785917,-2.16584492,-0.58204740,-0.25496978,-0.19767675,0.00000000,0.00000000,-0.07276034,2.09961390,0.93917686,0.12798016,0.64254910,0.00000000,0.00000000
-0.48931316,-2.15828753,-0.58070451,-0.23505755,-0.19405441,0.00000000,0.00000000,-0.05656386,2.08891845,0.95931238,0.14814183,0.65235889,0.00000000,0.00000000
-0.46673670,-2.14861274,-0.57787305,-0.21220794,-0.19247311,0.00000000,0.00000000,-0.03568326,2.08012772,0.97999328,0.17274979,0.66458690,0.00000000,0.00000000
-0.43965176,-2.13899565,-0.57357180,-0.18776563,-0.19793363,0.00000000,0.00000000,-0.01157303,2.07447004,1.00090468,0.20101479,0.67103952,0.00000000,0.00000000
-0.40628141,-2.13111353,-0.56776869,-0.16260123,-0.20657252,0.00000000,0.00000000,0.01381905,2.07233119,1.02170491,0.23162831,0.67785674,0.00000000,0.00000000
-0.36530489,-2.12616324,-0.56056851,-0.13752355,-0.21883851,0.00000000,0.00000000,0.03891077,2.07378650,1.04205084,0.26328844,0.68431437,0.00000000,0.00000000
-0.31563205,-2.12453175,-0.55217826,-0.11298592,-0.23464602,0.00000000,0.00000000,0.06243826,2.07890749,1.06158876,0.29477397,0.69005191,0.00000000,0.00000000
