l_joint1,l_joint2,l_joint3,l_joint4,l_joint5,l_joint6,l_joint7,r_joint1,r_joint2,r_joint3,r_joint4,r_joint5,r_joint6,r_joint7
-1.31828308,-0.92650408,-0.80073482,-0.23931527,0.68764704,0.00000000,0.00000000,-0.57711267,1.07669473,-0.11821660,-0.56931764,-0.31783640,0.00000000,0.00000000
-1.29024673,-0.93162596,-0.81553429,-0.24886477,0.69289422,0.00000000,0.00000000,-0.53982067,1.08472776,-0.11541891,-0.57212245,-0.31181929,0.00000000,0.00000000
-1.25996530,-0.94188315,-0.82910144,-0.26096728,0.70329410,0.00000000,0.00000000,-0.50185156,1.09625816,-0.11206058,-0.57486010,-0.31581935,0.00000000,0.00000000
-1.22684312,-0.96041483,-0.84092927,-0.27675340,0.71605861,0.00000000,0.00000000,-0.46216556,1.11277747,-0.10776548,-0.57660085,-0.31699795,0.00000000,0.00000000
-1.19032216,-0.99046528,-0.85046273,-0.29703477,0.72136134,0.00000000,0.00000000,-0.41973916,1.13540947,-0.10212824,-0.57593560,-0.31499839,0.00000000,0.00000000
-1.14981365,-1.03468406,-0.85713357,-0.32134077,0.72356200,0.00000000,0.00000000,-0.37375793,1.16566598,-0.09476292,-0.57079089,-0.30606732,0.00000000,0.00000000
-1.10466218,-1.09419465,-0.86047059,-0.34770519,0.72340912,0.00000000,0.00000000,-0.32389024,1.20652556,-0.08519904,-0.55844623,-0.29839829,0.00000000,0.00000000
-1.05452621,-1.16735137,-0.86034042,-0.37370673,0.71552366,0.00000000,0.00000000,-0.27034411,1.25950658,-0.07233096,-0.53707546,-0.30096903,0.00000000,0.00000000
-0.99978954,-1.25108504,-0.85698968,-0.39743876,0.70352638,0.00000000,0.00000000,-0.21399383,1.32434988,-0.05498098,-0.50615615,-0.30131954,0.00000000,0.00000000
-0.94171810,-1.34207737,-0.85095924,-0.41784653,0.68756127,0.00000000,0.00000000,-0.15638143,1.39909720,-0.03241200,-0.46635452,-0.30484262,0.00000000,0.00000000
-0.88232881,-1.43700588,-0.84299982,-0.43447536,0.67441905,0.00000000,0.00000000,-0.09956311,1.48048317,-0.00443096,-0.41916019,-0.30497167,0.00000000,0.00000000
-0.82386035,-1.53245270,-0.83394253,-0.44697642,0.65796536,0.00000000,0.00000000,-0.04586580,1.56522119,0.02870157,-0.36639485,-0.29711097,0.00000000,0.00000000
-0.76821709,-1.62521839,-0.82452196,-0.45499769,0.63804150,0.00000000,0.00000000,0.00233133,1.65061140,0.06641622,-0.30997318,-0.29451314,0.00000000,0.00000000
-0.71655440,-1.71273637,-0.81522548,-0.45826128,0.61964977,0.00000000,0.00000000,0.04272644,1.73423600,0.10794616,-0.25188527,-0.29094028,0.00000000,0.00000000
-0.66907728,-1.79348481,-0.80619949,-0.45666754,0.60366905,0.00000000,0.00000000,0.07332478,1.81380534,0.15239498,-0.19416140,-0.28581366,0.00000000,0.00000000
-0.62510931,-1.86675155,-0.79732084,-0.45019269,0.58245939,0.00000000,0.00000000,0.09271735,1.88719940,0.19881058,-0.13881244,-0.28348047,0.00000000,0.00000000
-0.58324009,-1.93180192,-0.78839296,-0.43850061,0.56329954,0.00000000,0.00000000,0.10045069,1.95250952,0.24625798,-0.08768919,-0.27449459,0.00000000,0.00000000
-0.54151505,-1.98755395,-0.77924484,-0.42081350,0.54272914,0.00000000,0.00000000,0.09726462,2.00815606,0.29391181,-0.04222682,-0.27067897,0.00000000,0.00000000
-0.49814671,-2.03332472,-0.76972812,-0.39649993,0.52363622,0.00000000,0.00000000,0.08520640,2.05295587,0.34114239,-0.00330410,-0.27345306,0.00000000,0.00000000
-0.45183426,-2.06914210,-0.75972348,-0.36537483,0.50829983,0.00000000,0.00000000,0.06754581,2.08597279,0.38757265,0.02868937,-0.27707773,0.00000000,0.00000000
-0.40205047,-2.09591007,-0.74917799,-0.32799324,0.48787910,0.00000000,0.00000000,0.04848295,2.10607076,0.43308175,0.05362285,-0.28010970,0.00000000,0.00000000
-0.34898829,-2.11569810,-0.73807156,-0.28586572,0.46633378,0.00000000,0.00000000,0.03231962,2.11357760,0.47773466,0.07245693,-0.28724810,0.00000000,0.00000000
-0.29356232,-2.13101625,-0.72651452,-0.24118137,0.45012087,0.00000000,0.00000000,0.02226474,2.11040497,0.52165461,0.08697553,-0.29248413,0.00000000,0.00000000
-0.23777777,-2.14362407,-0.71486968,-0.19635752,0.43758208,0.00000000,0.00000000,0.01998572,2.09926224,0.56492591,0.09912996,-0.29238755,0.00000000,0.00000000
-0.18418780,-2.15387654,-0.70365053,-0.15332504,0.42083967,0.00000000,0.00000000,0.02567123,2.08330131,0.60754406,0.11073447,-0.28419459,0.00000000,0.00000000
-0.13415441,-2.16164923,-0.69319540,-0.11309411,0.40670899,0.00000000,0.00000000,0.03816639,2.06568074,0.64939946,0.12314154,-0.26995099,0.00000000,0.00000000
-0.08859278,-2.16657114,-0.68372345,-0.07611749,0.39635962,0.00000000,0.00000000,0.05583408,2.04923820,0.69031805,0.13729452,-0.24380921,0.00000000,0.00000000
-0.04830880,-2.16836357,-0.67538857,-0.04259515,0.38400051,0.00000000,0.00000000,0.07710144,2.03564954,0.73013252,0.15350914,-0.22500288,0.00000000,0.00000000
-0.01448921,-2.16815615,-0.66829330,-0.01341224,0.37989688,0.00000000,0.00000000,0.10098982,2.02542067,0.76873904,0.17166743,-0.20778111,0.00000000,0.00000000
0.01186075,-2.16736317,-0.66252267,0.01046831,0.37310967,0.00000000,0.00000000,0.12638432,2.01829743,0.80605030,0.19117896,-0.19455452,0.00000000,0.00000000
0.03042449,-2.16624427,-0.65815604,0.02881278,0.36495170,0.00000000,0.00000000,0.15166301,2.01404667,0.84192079,0.21126679,-0.18511151,0.00000000,0.00000000
0.04146862,-2.16465664,-0.65526211,0.04171926,0.35173535,0.00000000,0.00000000,0.17437468,2.01308775,0.87606198,0.23125803,-0.17154278,0.00000000,0.00000000
0.04575179,-2.16232991,-0.65390152,0.04950397,0.33813921,0.00000000,0.00000000,0.19233482,2.01513982,0.90827495,0.25068197,-0.16001874,0.00000000,0.00000000
0.04461978,-2.15879583,-0.65413183,0.05282233,0.33066940,0.00000000,0.00000000,0.20551652,2.01921368,0.93863285,0.27001077,-0.15013538,0.00000000,0.00000000
0.03930495,-2.15415573,-0.65600544,0.05203992,0.32548434,0.00000000,0.00000000,0.21431231,2.02631426,0.96700329,0.29073578,-0.13775304,0.00000000,0.00000000
0.03062993,-2.14879775,-0.65955329,0.04730720,0.32259241,0.00000000,0.00000000,0.21890554,2.03709674,0.99323875,0.31372055,-0.12167452,0.00000000,0.00000000
0.01905010,-2.14327025,-0.66477925,0.03867357,0.32059759,0.00000000,0.00000000,0.21921101,2.05088520,1.01730824,0.33870828,-0.10444130,0.00000000,0.00000000
0.00481073,-2.13839769,-0.67165875,0.02606608,0.31973210,0.00000000,0.00000000,0.21505548,2.06755209,1.03905427,0.36536139,-0.08319180,0.00000000,0.00000000
-0.01173474,-2.13525605,-0.68013799,0.00936417,0.31856209,0.00000000,0.00000000,0.20559806,2.08702183,1.05821502,0.39290947,-0.06362198,0.00000000,0.00000000
-0.03042818,-2.13468766,-0.69012171,-0.01153324,0.31362537,0.00000000,0.00000000,0.18958634,2.10751224,1.07478452,0.41936037,-0.04208272,0.00000000,0.00000000
-0.05158639,-2.13680506,-0.70148546,-0.03653057,0.31215397,0.00000000,0.00000000,0.16765930,2.12821460,1.08881450,0.44391266,-0.02345141,0.00000000,0.00000000
-0.07565118,-2.14027071,-0.71409887,-0.06478486,0.31052059,0.00000000,0.00000000,0.14312890,2.14780807,1.10090983,0.46749803,-0.00706340,0.00000000,0.00000000
-0.10173188,-2.14316916,-0.72782242,-0.09466860,0.30975515,0.00000000,0.00000000,0.12167400,2.16222787,1.11279953,0.49158522,0.00693214,0.00000000,0.00000000
-0.12800074,-2.14378500,-0.74247730,-0.12458681,0.30363804,0.00000000,0.00000000,0.10591239,2.16861582,1.12620604,0.51582938,0.02323158,0.00000000,0.00000000
-0.15377754,-2.14431930,-0.75775850,-0.15546536,0.30216408,0.00000000,0.00000000,0.09522209,2.16992593,1.14232349,0.53862560,0.04265424,0.00000000,0.00000000
-0.17889068,-2.14550662,-0.77342296,-0.18777515,0.30187643,0.00000000,0.00000000,0.08741385,2.16992259,1.16154504,0.55828780,0.05578858,0.00000000,0.00000000
-0.20337905,-2.14781237,-0.78921098,-0.22183178,0.29610226,0.00000000,0.00000000,0.07883269,2.16869354,1.18270552,0.57355076,0.07108212,0.00000000,0.00000000
-0.22657378,-2.15217376,-0.80472946,-0.25746533,0.29580653,0.00000000,0.00000000,0.06554297,2.16421127,1.20348513,0.58390224,0.09002222,0.00000000,0.00000000
-0.24714179,-2.15815210,-0.81962544,-0.29295242,0.29281357,0.00000000,0.00000000,0.04629570,2.15760660,1.22178817,0.59028691,0.10283148,0.00000000,0.00000000
-0.26389638,-2.16434956,-0.83371216,-0.32577765,0.28725544,0.00000000,0.00000000,0.02414363,2.15162349,1.23672640,0.59526467,0.11108710,0.00000000,0.00000000
-0.27584743,-2.16868496,-0.84702373,-0.35330048,0.28337169,0.00000000,0.00000000,0.00332855,2.14729905,1.24843180,0.60121244,0.12655768,0.00000000,0.00000000
-0.28295740,-2.16981673,-0.85982352,-0.37376192,0.27788898,0.00000000,0.00000000,-0.01433246,2.14471102,1.25707424,0.60887688,0.13885397,0.00000000,0.00000000
-0.28508496,-2.16826105,-0.87229538,-0.38647634,0.27165577,0.00000000,0.00000000,-0.02908777,2.14384222,1.26258671,0.61789244,0.15022913,0.00000000,0.00000000
-0.28152150,-2.16262603,-0.88445753,-0.39206719,0.26749817,0.00000000,0.00000000,-0.04174109,2.14471817,1.26480687,0.62768763,0.15969551,0.00000000,0.00000000
-0.27357301,-2.15517497,-0.89581203,-0.39497867,0.26146895,0.00000000,0.00000000,-0.05296794,2.14648557,1.26393354,0.63751930,0.16558760,0.00000000,0.00000000
-0.26417190,-2.14936662,-0.90606207,-0.39981526,0.25327420,0.00000000,0.00000000,-0.06230366,2.14810276,1.26039040,0.64719445,0.16552876,0.00000000,0.00000000
-0.25562361,-2.14643955,-0.91520280,-0.40890515,0.24810556,0.00000000,0.00000000,-0.06879615,2.14848876,1.25469160,0.65669525,0.17243552,0.00000000,0.00000000
-0.24905942,-2.14657831,-0.92319757,-0.42314351,0.23592177,0.00000000,0.00000000,-0.07174609,2.14656234,1.24736488,0.66581678,0.18104427,0.00000000,0.00000000
-0.24407624,-2.15022516,-0.92965841,-0.44236949,0.23076159,0.00000000,0.00000000,-0.07054517,2.14173222,1.23878586,0.67445791,0.18899508,0.00000000,0.00000000
-0.23864460,-2.15627122,-0.93418300,-0.46417314,0.22661838,0.00000000,0.00000000,-0.06484251,2.13425493,1.22899079,0.68259472,0.19920909,0.00000000,0.00000000
-0.23312938,-2.16194725,-0.93709671,-0.48626822,0.22180994,0.00000000,0.00000000,-0.05503185,2.12476635,1.21784699,0.68985391,0.21329772,0.00000000,0.00000000
-0.22861087,-2.16628861,-0.93851167,-0.50825405,0.22151373,0.00000000,0.00000000,-0.04163101,2.11399961,1.20531857,0.69583094,0.23391780,0.00000000,0.00000000
-0.22529817,-2.16894293,-0.93831372,-0.53062564,0.22062658,0.00000000,0.00000000,-0.02505420,2.10271502,1.19148815,0.70039105,0.25515416,0.00000000,0.00000000
-0.22277220,-2.16985631,-0.93634653,-0.55447733,0.21891834,0.00000000,0.00000000,-0.00707018,2.09123492,1.17634273,0.70335227,0.26876137,0.00000000,0.00000000
-0.22134356,-2.16999364,-0.93305337,-0.58124888,0.21515499,0.00000000,0.00000000,0.00819285,2.07887554,1.15966904,0.70465368,0.27869722,0.00000000,0.00000000
-0.22227801,-2.17000008,-0.92993724,-0.61122531,0.21114829,0.00000000,0.00000000,0.01845792,2.06437421,1.14156985,0.70618337,0.29348406,0.00000000,0.00000000
-0.22638880,-2.17000008,-0.92810011,-0.64403534,0.20023228,0.00000000,0.00000000,0.02391897,2.04774785,1.12194562,0.71107161,0.29881841,0.00000000,0.00000000
-0.23267871,-2.17000008,-0.92750931,-0.67834878,0.18516903,0.00000000,0.00000000,0.02450598,2.02852011,1.10077453,0.72041112,0.30898979,0.00000000,0.00000000
-0.24009202,-2.17000008,-0.92755824,-0.71333754,0.17052878,0.00000000,0.00000000,0.01829899,2.00530910,1.07792568,0.73302919,0.31555954,0.00000000,0.00000000
-0.24813335,-2.17000008,-0.92821902,-0.74881595,0.15834172,0.00000000,0.00000000,0.00033216,1.97360957,1.05365264,0.74425751,0.32343459,0.00000000,0.00000000
-0.25709921,-2.17000008,-0.93056709,-0.78494084,0.15450174,0.00000000,0.00000000,-0.03745403,1.92440486,1.02903605,0.74481785,0.33403289,0.00000000,0.00000000
-0.26628354,-2.17000008,-0.93406224,-0.82246161,0.14717679,0.00000000,0.00000000,-0.09975049,1.85178733,1.00465345,0.72841018,0.34719336,0.00000000,0.00000000
-0.27389827,-2.17000008,-0.93798316,-0.86002737,0.14399582,0.00000000,0.00000000,-0.18804114,1.75418842,0.98028904,0.69341022,0.36716679,0.00000000,0.00000000
-0.27910861,-2.17000008,-0.94324082,-0.89403671,0.13629986,0.00000000,0.00000000,-0.30260593,1.63190508,0.95548940,0.63977259,0.38529244,0.00000000,0.00000000
-0.28066665,-2.17000008,-0.95040810,-0.92029697,0.12278716,0.00000000,0.00000000,-0.44265470,1.48650348,0.92976427,0.56789494,0.40353858,0.00000000,0.00000000
-0.27660486,-2.17000008,-0.96023971,-0.93467575,0.11240039,0.00000000,0.00000000,-0.60594773,1.32088339,0.90266985,0.47871834,0.42181474,0.00000000,0.00000000
-0.26542538,-2.17000008,-0.97315866,-0.93520445,0.10313858,0.00000000,0.00000000,-0.78860950,1.13933516,0.87395048,0.37394768,0.43574712,0.00000000,0.00000000
-0.24489519,-2.16991234,-0.98847109,-0.92316222,0.09391285,0.00000000,0.00000000,-0.98515624,0.94746244,0.84369749,0.25620192,0.45179108,0.00000000,0.00000000
-0.21326102,-2.16844893,-1.00401115,-0.90496784,0.08947925,0.00000000,0.00000000,-1.18890548,0.75198436,0.81247056,0.12900117,0.47399554,0.00000000,0.00000000
-0.17555630,-2.16220498,-1.02011621,-0.88899618,0.08401705,0.00000000,0.00000000,-1.39268875,0.56014735,0.78134376,-0.00348304,0.48868632,0.00000000,0.00000000
-0.13941012,-2.14986277,-1.03956771,-0.88137364,0.08266280,0.00000000,0.00000000,-1.58973217,0.37877023,0.75182897,-0.13692883,0.50271511,0.00000000,0.00000000
-0.11102330,-2.13390303,-1.06447351,-0.88617754,0.08034585,0.00000000,0.00000000,-1.77450502,0.21351336,0.72565919,-0.26733479,0.51192427,0.00000000,0.00000000
-0.09316688,-2.11789179,-1.09492564,-0.90577412,0.07837571,0.00000000,0.00000000,-1.94339859,0.06859268,0.70447487,-0.39125654,0.51708311,0.00000000,0.00000000
-0.08700893,-2.10435653,-1.13023305,-0.94153500,0.07942627,0.00000000,0.00000000,-2.09515619,-0.05330190,0.68946725,-0.50584531,0.52237028,0.00000000,0.00000000
-0.09343454,-2.09423947,-1.16964447,-0.99418950,0.08744105,0.00000000,0.00000000,-2.23093700,-0.15109862,0.68103623,-0.60883480,0.53566402,0.00000000,0.00000000
-0.10999482,-2.08696485,-1.21164739,-1.05937564,0.09357470,0.00000000,0.00000000,-2.35349369,-0.22575231,0.67864525,-0.69879735,0.54914629,0.00000000,0.00000000
-0.12740387,-2.07984233,-1.25354683,-1.12302566,0.10260657,0.00000000,0.00000000,-2.46563745,-0.27992344,0.68114251,-0.77530402,0.55954337,0.00000000,0.00000000
-0.13965036,-2.07321239,-1.29135728,-1.17856073,0.11404122,0.00000000,0.00000000,-2.56925201,-0.31611770,0.68748200,-0.83837509,0.56305397,0.00000000,0.00000000
-0.14470258,-2.06730294,-1.32233226,-1.22470379,0.12589565,0.00000000,0.00000000,-2.66412497,-0.33590496,0.69758189,-0.88849914,0.56775224,0.00000000,0.00000000
