l_joint1,l_joint2,l_joint3,l_joint4,l_joint5,l_joint6,l_joint7,r_joint1,r_joint2,r_joint3,r_joint4,r_joint5,r_joint6,r_joint7
-1.49822438,-0.89578038,-0.15589271,0.00576723,-0.15586556,0.00000000,0.00000000,-0.79029167,0.96268320,0.18436249,-0.46667936,-0.04368848,0.00000000,0.00000000
-1.49372935,-0.89530444,-0.15459520,0.00812188,-0.18253613,0.00000000,0.00000000,-0.79158169,0.96187800,0.18597823,-0.46718863,-0.05269885,0.00000000,0.00000000
-1.48919892,-0.89472777,-0.15350953,0.01046027,-0.20965411,0.00000000,0.00000000,-0.79301357,0.96070689,0.18778414,-0.46743280,-0.06074708,0.00000000,0.00000000
-1.48458099,-0.89420819,-0.15265313,0.01274233,-0.23697107,0.00000000,0.00000000,-0.79464918,0.95930809,0.18972930,-0.46747234,-0.07434803,0.00000000,0.00000000
-1.47984600,-0.89397693,-0.15204410,0.01484778,-0.26446468,0.00000000,0.00000000,-0.79644465,0.95778197,0.19176237,-0.46743658,-0.08698130,0.00000000,0.00000000
-1.47495484,-0.89423037,-0.15170169,0.01671653,-0.28578129,0.00000000,0.00000000,-0.79820138,0.95622593,0.19381458,-0.46747324,-0.10183747,0.00000000,0.00000000
-1.46985185,-0.89515227,-0.15164673,0.01837401,-0.31430182,0.00000000,0.00000000,-0.79973799,0.95509863,0.19581601,-0.46772414,-0.11468320,0.00000000,0.00000000
-1.46446371,-0.89713717,-0.15190226,0.01974180,-0.34341285,0.00000000,0.00000000,-0.80125153,0.95545149,0.19774686,-0.46830782,-0.12902303,0.00000000,0.00000000
-1.45874178,-0.90019268,-0.15248744,0.02084083,-0.36616591,0.00000000,0.00000000,-0.80283493,0.95756304,0.19956023,-0.46926573,-0.14267768,0.00000000,0.00000000
-1.45267928,-0.90390313,-0.15341501,0.02185767,-0.38892493,0.00000000,0.00000000,-0.80440557,0.96148866,0.20124079,-0.47055691,-0.14934377,0.00000000,0.00000000
-1.44631159,-0.90804648,-0.15469268,0.02285934,-0.41278777,0.00000000,0.00000000,-0.80585688,0.96693188,0.20292978,-0.47205529,-0.15529063,0.00000000,0.00000000
-1.43974221,-0.91246861,-0.15631983,0.02381512,-0.43916780,0.00000000,0.00000000,-0.80728143,0.97308838,0.20481189,-0.47354615,-0.16012599,0.00000000,0.00000000
-1.43313277,-0.91667938,-0.15828775,0.02479729,-0.45867792,0.00000000,0.00000000,-0.80902994,0.97866791,0.20700982,-0.47483471,-0.16629826,0.00000000,0.00000000
-1.42664051,-0.92000055,-0.16058823,0.02596329,-0.47844586,0.00000000,0.00000000,-0.81142777,0.98280668,0.20961529,-0.47587869,-0.17324066,0.00000000,0.00000000
-1.42036605,-0.92212170,-0.16322170,0.02732810,-0.49053761,0.00000000,0.00000000,-0.81461883,0.98524266,0.21269117,-0.47672153,-0.17883280,0.00000000,0.00000000
-1.41432726,-0.92324388,-0.16620189,0.02871984,-0.50303942,0.00000000,0.00000000,-0.81859428,0.98600000,0.21627881,-0.47740987,-0.18463472,0.00000000,0.00000000
-1.40844214,-0.92380565,-0.16955779,0.02994599,-0.52184904,0.00000000,0.00000000,-0.82320952,0.98566592,0.22036934,-0.47801191,-0.19137201,0.00000000,0.00000000
-1.40257525,-0.92437387,-0.17332739,0.03081392,-0.52906036,0.00000000,0.00000000,-0.82825255,0.98505449,0.22491241,-0.47859365,-0.20417091,0.00000000,0.00000000
-1.39658773,-0.92537564,-0.17754789,0.03120365,-0.53963256,0.00000000,0.00000000,-0.83364809,0.98477203,0.22981131,-0.47918025,-0.22030242,0.00000000,0.00000000
-1.39035904,-0.92698914,-0.18225046,0.03110321,-0.55341512,0.00000000,0.00000000,-0.83943224,0.98533201,0.23494786,-0.47979221,-0.23546396,0.00000000,0.00000000
-1.38380218,-0.92931843,-0.18745703,0.03052235,-0.57553220,0.00000000,0.00000000,-0.84557730,0.98711497,0.24029246,-0.48043820,-0.24615712,0.00000000,0.00000000
-1.37689340,-0.93242413,-0.19317560,0.02943872,-0.59873199,0.00000000,0.00000000,-0.85209531,0.99011332,0.24589729,-0.48107722,-0.25797036,0.00000000,0.00000000
-1.36967671,-0.93607640,-0.19939931,0.02790213,-0.62380534,0.00000000,0.00000000,-0.85915053,0.99408221,0.25185022,-0.48164743,-0.26582801,0.00000000,0.00000000
-1.36225760,-0.93969017,-0.20610997,0.02607412,-0.64932460,0.00000000,0.00000000,-0.86696506,0.99868923,0.25824296,-0.48207152,-0.26971459,0.00000000,0.00000000
-1.35476708,-0.94263023,-0.21328670,0.02410350,-0.67471999,0.00000000,0.00000000,-0.87580562,1.00325036,0.26518613,-0.48229000,-0.26845986,0.00000000,0.00000000
-1.34730935,-0.94466621,-0.22091435,0.02194387,-0.69704574,0.00000000,0.00000000,-0.88632774,1.00642335,0.27283365,-0.48228452,-0.26625729,0.00000000,0.00000000
-1.33993280,-0.94529432,-0.22898376,0.01974837,-0.71648693,0.00000000,0.00000000,-0.89856714,1.00826693,0.28120479,-0.48206767,-0.26586211,0.00000000,0.00000000
-1.33261347,-0.94447452,-0.23749305,0.01751566,-0.73773336,0.00000000,0.00000000,-0.91227680,1.00940609,0.29029801,-0.48151779,-0.26357573,0.00000000,0.00000000
-1.32520902,-0.94246823,-0.24644881,0.01519582,-0.75502628,0.00000000,0.00000000,-0.92809868,1.00872374,0.30010927,-0.48056045,-0.25839588,0.00000000,0.00000000
-1.31759262,-0.93935376,-0.25585333,0.01283873,-0.77240717,0.00000000,0.00000000,-0.94588751,1.00783682,0.31052455,-0.47890946,-0.25518483,0.00000000,0.00000000
-1.30957353,-0.93530643,-0.26571018,0.01051434,-0.78257179,0.00000000,0.00000000,-0.96586901,1.00579047,0.32141182,-0.47647971,-0.24964170,0.00000000,0.00000000
-1.30100679,-0.93057787,-0.27601829,0.00822377,-0.79409939,0.00000000,0.00000000,-0.98793423,1.00414300,0.33257729,-0.47314784,-0.24398974,0.00000000,0.00000000
-1.29177022,-0.92550629,-0.28677368,0.00592372,-0.79906237,0.00000000,0.00000000,-1.01234961,1.00176287,0.34393993,-0.46893534,-0.23816785,0.00000000,0.00000000
-1.28186488,-0.92033762,-0.29796648,0.00349273,-0.79783267,0.00000000,0.00000000,-1.03919792,0.99883538,0.35547188,-0.46356270,-0.23118186,0.00000000,0.00000000
-1.27132726,-0.91524285,-0.30958438,0.00079543,-0.79736447,0.00000000,0.00000000,-1.06846595,0.99527144,0.36728230,-0.45684394,-0.22412102,0.00000000,0.00000000
-1.26019871,-0.91024816,-0.32161322,-0.00225161,-0.79973853,0.00000000,0.00000000,-1.10010421,0.99077141,0.37957552,-0.44877413,-0.21170203,0.00000000,0.00000000
-1.24852955,-0.90523201,-0.33403710,-0.00566828,-0.79505163,0.00000000,0.00000000,-1.13400376,0.98526067,0.39262044,-0.43942693,-0.19974041,0.00000000,0.00000000
-1.23638892,-0.90002590,-0.34683943,-0.00947958,-0.79330146,0.00000000,0.00000000,-1.17003322,0.97860593,0.40672523,-0.42897186,-0.18972211,0.00000000,0.00000000
-1.22385812,-0.89444357,-0.36000407,-0.01375616,-0.79537445,0.00000000,0.00000000,-1.20805335,0.97069651,0.42217857,-0.41764560,-0.18547173,0.00000000,0.00000000
-1.21101117,-0.88830137,-0.37351537,-0.01860702,-0.79954100,0.00000000,0.00000000,-1.24791503,0.96156162,0.43920729,-0.40564591,-0.18490180,0.00000000,0.00000000
-1.19789422,-0.88151574,-0.38735572,-0.02416658,-0.80414581,0.00000000,0.00000000,-1.28946245,0.95133406,0.45795742,-0.39307761,-0.18374667,0.00000000,0.00000000
-1.18451822,-0.87428260,-0.40150267,-0.03066564,-0.81276357,0.00000000,0.00000000,-1.33255506,0.94009507,0.47847214,-0.38001439,-0.18576623,0.00000000,0.00000000
-1.17087305,-0.86718082,-0.41592595,-0.03852221,-0.82654893,0.00000000,0.00000000,-1.37708235,0.92769426,0.50069326,-0.36657944,-0.18954603,0.00000000,0.00000000
-1.15692723,-0.86116886,-0.43058324,-0.04838297,-0.83975768,0.00000000,0.00000000,-1.42296028,0.91371453,0.52448338,-0.35295111,-0.19151637,0.00000000,0.00000000
-1.14260948,-0.85765767,-0.44540599,-0.06109511,-0.85025132,0.00000000,0.00000000,-1.47013962,0.89736408,0.54962456,-0.33941367,-0.19532093,0.00000000,0.00000000
-1.12771618,-0.85879308,-0.46025038,-0.07752410,-0.86181307,0.00000000,0.00000000,-1.51862371,0.87738866,0.57577771,-0.32629505,-0.20420058,0.00000000,0.00000000
-1.11176085,-0.86717874,-0.47481987,-0.09800908,-0.86733890,0.00000000,0.00000000,-1.56845438,0.85249758,0.60249239,-0.31366423,-0.21435015,0.00000000,0.00000000
-1.09395504,-0.88489532,-0.48865399,-0.12195954,-0.87780988,0.00000000,0.00000000,-1.61968374,0.82175452,0.62930167,-0.30127364,-0.22252111,0.00000000,0.00000000
-1.07337654,-0.91269219,-0.50123078,-0.14806080,-0.88794816,0.00000000,0.00000000,-1.67234051,0.78466743,0.65583968,-0.28875306,-0.22572048,0.00000000,0.00000000
-1.04913950,-0.95010304,-0.51207769,-0.17476399,-0.90304720,0.00000000,0.00000000,-1.72640824,0.74114776,0.68188924,-0.27567196,-0.22736828,0.00000000,0.00000000
-1.02048552,-0.99606657,-0.52082199,-0.20065144,-0.91356659,0.00000000,0.00000000,-1.78182793,0.69133228,0.70736879,-0.26150414,-0.22811642,0.00000000,0.00000000
-0.98684919,-1.04928923,-0.52720451,-0.22459844,-0.92652041,0.00000000,0.00000000,-1.83846974,0.63558197,0.73233283,-0.24561441,-0.23147161,0.00000000,0.00000000
-0.94795573,-1.10845041,-0.53109258,-0.24582762,-0.93517017,0.00000000,0.00000000,-1.89605224,0.57451481,0.75698477,-0.22731453,-0.23016952,0.00000000,0.00000000
-0.90398055,-1.17217565,-0.53251141,-0.26387325,-0.94615293,0.00000000,0.00000000,-1.95406067,0.50898772,0.78166604,-0.20596129,-0.23100406,0.00000000,0.00000000
-0.85573786,-1.23893380,-0.53167820,-0.27856329,-0.95686370,0.00000000,0.00000000,-2.01170158,0.43996248,0.80680627,-0.18105926,-0.23848425,0.00000000,0.00000000
-0.80479854,-1.30702770,-0.52900821,-0.29001713,-0.96575427,0.00000000,0.00000000,-2.06784320,0.36841550,0.83288032,-0.15234739,-0.24723530,0.00000000,0.00000000
-0.75339043,-1.37462389,-0.52506495,-0.29856950,-0.97730750,0.00000000,0.00000000,-2.12097478,0.29542062,0.86035913,-0.11987036,-0.25406888,0.00000000,0.00000000
-0.70400238,-1.43996739,-0.52044511,-0.30464086,-0.98221105,0.00000000,0.00000000,-2.16937399,0.22214907,0.88964367,-0.08387171,-0.25826606,0.00000000,0.00000000
-0.65877324,-1.50161040,-0.51562959,-0.30862722,-0.99270332,0.00000000,0.00000000,-2.21153307,0.14972465,0.92101216,-0.04449572,-0.26538977,0.00000000,0.00000000
-0.61912870,-1.55856895,-0.51091051,-0.31088966,-1.00445890,0.00000000,0.00000000,-2.24646306,0.07895626,0.95462328,-0.00171335,-0.26662585,0.00000000,0.00000000
-0.58573020,-1.61053956,-0.50638199,-0.31182522,-1.01791942,0.00000000,0.00000000,-2.27374196,0.01023555,0.99056417,0.04459739,-0.26806173,0.00000000,0.00000000
-0.55877370,-1.65776587,-0.50201988,-0.31187499,-1.03071177,0.00000000,0.00000000,-2.29340649,-0.05613402,1.02890527,0.09469879,-0.27023107,0.00000000,0.00000000
-0.53857684,-1.70073533,-0.49781692,-0.31155679,-1.04679739,0.00000000,0.00000000,-2.30566597,-0.11953730,1.06969953,0.14893724,-0.27314183,0.00000000,0.00000000
-0.52572155,-1.74023390,-0.49379724,-0.31149843,-1.06606209,0.00000000,0.00000000,-2.31045079,-0.17879425,1.11290050,0.20750952,-0.27009955,0.00000000,0.00000000
-0.52032477,-1.77720034,-0.48988774,-0.31211492,-1.08884847,0.00000000,0.00000000,-2.30740404,-0.23164602,1.15818036,0.27056649,-0.26561210,0.00000000,0.00000000
-0.52135032,-1.81238484,-0.48582149,-0.31323510,-1.10699165,0.00000000,0.00000000,-2.29545808,-0.27472100,1.20473158,0.33789653,-0.26656619,0.00000000,0.00000000
-0.52662331,-1.84521639,-0.48124269,-0.31356138,-1.12349212,0.00000000,0.00000000,-2.27102256,-0.30373368,1.25095963,0.40843675,-0.27204484,0.00000000,0.00000000
-0.53329080,-1.87380254,-0.47580341,-0.31093109,-1.13191354,0.00000000,0.00000000,-2.22985220,-0.31276587,1.29435098,0.48214021,-0.27474943,0.00000000,0.00000000
-0.53877425,-1.89892340,-0.46901852,-0.30483332,-1.13667774,0.00000000,0.00000000,-2.17084551,-0.29774275,1.33266413,0.55860120,-0.26956430,0.00000000,0.00000000
-0.54116976,-1.92142487,-0.46054935,-0.29524314,-1.14093351,0.00000000,0.00000000,-2.09382129,-0.25691041,1.36412990,0.63640273,-0.26347554,0.00000000,0.00000000
-0.53880781,-1.94242775,-0.45013019,-0.28327534,-1.14051378,0.00000000,0.00000000,-1.99906337,-0.18953294,1.38725114,0.71389401,-0.26019043,0.00000000,0.00000000
-0.53201526,-1.96922743,-0.43743119,-0.27499548,-1.13823915,0.00000000,0.00000000,-1.88743889,-0.09570133,1.40083241,0.78925925,-0.25379786,0.00000000,0.00000000
-0.52291000,-2.00161624,-0.42298743,-0.27173606,-1.13487577,0.00000000,0.00000000,-1.76014566,0.02333533,1.40411675,0.86026996,-0.24484800,0.00000000,0.00000000
-0.51213479,-2.03645253,-0.40731454,-0.27229238,-1.13368070,0.00000000,0.00000000,-1.61889124,0.16500309,1.39691210,0.92436916,-0.23886757,0.00000000,0.00000000
-0.49975467,-2.07125592,-0.39077353,-0.27571309,-1.14358163,0.00000000,0.00000000,-1.46620941,0.32546476,1.37966096,0.97899044,-0.22855829,0.00000000,0.00000000
-0.48684084,-2.10351610,-0.37385082,-0.28123033,-1.14910817,0.00000000,0.00000000,-1.30539858,0.49958113,1.35353208,1.02171993,-0.21566947,0.00000000,0.00000000
-0.47472799,-2.13103533,-0.35703018,-0.28817683,-1.15493572,0.00000000,0.00000000,-1.14040864,0.68117011,1.32037377,1.05053532,-0.20172873,0.00000000,0.00000000
-0.46419051,-2.15197468,-0.34067023,-0.29586393,-1.15993333,0.00000000,0.00000000,-0.97565985,0.86359972,1.28246844,1.06410027,-0.18695047,0.00000000,0.00000000
-0.45533466,-2.16465473,-0.32499495,-0.30353257,-1.15801597,0.00000000,0.00000000,-0.81566375,1.04042351,1.24221754,1.06194246,-0.17680372,0.00000000,0.00000000
-0.44791690,-2.16920948,-0.31014356,-0.31035575,-1.15057278,0.00000000,0.00000000,-0.66453665,1.20595360,1.20184779,1.04453528,-0.17099069,0.00000000,0.00000000
-0.44165260,-2.16996193,-0.29621038,-0.31557930,-1.14439416,0.00000000,0.00000000,-0.52548808,1.35576344,1.16318047,1.01335824,-0.16745526,0.00000000,0.00000000
-0.43635756,-2.17000008,-0.28325060,-0.31875327,-1.13596261,0.00000000,0.00000000,-0.40036267,1.48712575,1.12747586,0.97091603,-0.16240379,0.00000000,0.00000000
-0.43192813,-2.17000008,-0.27127364,-0.31980360,-1.13076890,0.00000000,0.00000000,-0.28951928,1.59938598,1.09529305,0.92052662,-0.15802541,0.00000000,0.00000000
-0.42827138,-2.17000008,-0.26023817,-0.31900111,-1.12440729,0.00000000,0.00000000,-0.19226983,1.69388366,1.06646216,0.86568969,-0.15220185,0.00000000,0.00000000
-0.42521167,-2.17000008,-0.25005552,-0.31682187,-1.11872542,0.00000000,0.00000000,-0.10760642,1.77315831,1.04031861,0.80931050,-0.14024617,0.00000000,0.00000000
-0.42252266,-2.17000008,-0.24062128,-0.31375548,-1.11337245,0.00000000,0.00000000,-0.03449107,1.83994591,1.01612246,0.75342733,-0.13170171,0.00000000,0.00000000
-0.42009452,-2.17000008,-0.23185274,-0.31022549,-1.10978389,0.00000000,0.00000000,0.02829195,1.89656746,0.99335736,0.69941139,-0.12295541,0.00000000,0.00000000
-0.41794360,-2.17000008,-0.22369346,-0.30653384,-1.11186445,0.00000000,0.00000000,0.08205627,1.94484055,0.97173071,0.64815652,-0.11839358,0.00000000,0.00000000
-0.41605759,-2.17000008,-0.21608785,-0.30284715,-1.10162437,0.00000000,0.00000000,0.12799934,1.98617423,0.95107126,0.60018164,-0.11643671,0.00000000,0.00000000
-0.41435200,-2.17000008,-0.20897244,-0.29925823,-1.08699048,0.00000000,0.00000000,0.16715667,2.02165604,0.93128067,0.55574816,-0.11054691,0.00000000,0.00000000
-0.41275913,-2.17000008,-0.20229539,-0.29578623,-1.07414329,0.00000000,0.00000000,0.20043536,2.05210066,0.91231877,0.51495373,-0.10384963,0.00000000,0.00000000
-0.41128069,-2.17000008,-0.19602503,-0.29239920,-1.06432128,0.00000000,0.00000000,0.22861469,2.07810712,0.89418161,0.47778258,-0.09662700,0.00000000,0.00000000
-0.40998390,-2.17000008,-0.19014168,-0.28907144,-1.05566359,0.00000000,0.00000000,0.25234208,2.10016847,0.87687564,0.44415098,-0.09043090,0.00000000,0.00000000
-0.40893257,-2.17000008,-0.18462732,-0.28577444,-1.04750264,0.00000000,0.00000000,0.27209169,2.11873245,0.86039764,0.41391557,-0.09190413,0.00000000,0.00000000
-0.40809429,-2.17000008,-0.17945389,-0.28250498,-1.02946651,0.00000000,0.00000000,0.28825486,2.13415003,0.84475273,0.38692051,-0.09720196,0.00000000,0.00000000
-0.40736404,-2.17000008,-0.17458554,-0.27929443,-1.01566505,0.00000000,0.00000000,0.30117038,2.14668345,0.82995498,0.36301288,-0.10049921,0.00000000,0.00000000
-0.40662441,-2.17000008,-0.16998905,-0.27617547,-1.00722265,0.00000000,0.00000000,0.31114560,2.15648079,0.81603074,0.34204531,-0.10323815,0.00000000,0.00000000
-0.40576613,-2.17000008,-0.16563743,-0.27315092,-1.00281143,0.00000000,0.00000000,0.31848004,2.16356111,0.80302143,0.32388940,-0.10413583,0.00000000,0.00000000
-0.40472561,-2.17000008,-0.16151190,-0.27022228,-1.00517309,0.00000000,0.00000000,0.32349810,2.16786432,0.79098213,0.30843571,-0.10842524,0.00000000,0.00000000
-0.40349495,-2.17000008,-0.15760341,-0.26739833,-1.01090884,0.00000000,0.00000000,0.32657838,2.16962528,0.77999073,0.29557636,-0.10698358,0.00000000,0.00000000
-0.40208724,-2.17000008,-0.15390909,-0.26469857,-1.01435232,0.00000000,0.00000000,0.32811549,2.16998005,0.77014154,0.28518859,-0.09968050,0.00000000,0.00000000
-0.40054235,-2.17000008,-0.15042926,-0.26217386,-1.01394963,0.00000000,0.00000000,0.32843798,2.17000008,0.76151490,0.27714425,-0.09450854,0.00000000,0.00000000
-0.39894426,-2.17000008,-0.14716718,-0.25991502,-1.01301646,0.00000000,0.00000000,0.32774836,2.17000008,0.75415146,0.27133265,-0.09675329,0.00000000,0.00000000
-0.39741313,-2.17000008,-0.14413080,-0.25801745,-1.00574183,0.00000000,0.00000000,0.32611522,2.17000008,0.74805838,0.26768196,-0.09616847,0.00000000,0.00000000
-0.39607456,-2.17000008,-0.14132848,-0.25656316,-0.99454910,0.00000000,0.00000000,0.32359189,2.17000008,0.74324214,0.26617587,-0.10262280,0.00000000,0.00000000
-0.39505473,-2.17000008,-0.13876767,-0.25562036,-0.98257422,0.00000000,0.00000000,0.32029784,2.17000008,0.73972774,0.26684338,-0.10895971,0.00000000,0.00000000
-0.39444599,-2.17000008,-0.13645062,-0.25523263,-0.97054946,0.00000000,0.00000000,0.31638429,2.17000008,0.73755825,0.26972958,-0.11428015,0.00000000,0.00000000
-0.39426452,-2.17000008,-0.13436972,-0.25541094,-0.95643806,0.00000000,0.00000000,0.31193385,2.17000008,0.73677289,0.27487928,-0.11915323,0.00000000,0.00000000
-0.39443561,-2.17000008,-0.13250554,-0.25616515,-0.95316797,0.00000000,0.00000000,0.30685976,2.16997242,0.73737973,0.28234404,-0.12626632,0.00000000,0.00000000
-0.39478922,-2.17000008,-0.13082471,-0.25754404,-0.95270956,0.00000000,0.00000000,0.30089322,2.16949797,0.73934567,0.29220855,-0.12907638,0.00000000,0.00000000
-0.39509049,-2.17000008,-0.12928557,-0.25964999,-0.95210928,0.00000000,0.00000000,0.29362333,2.16728854,0.74260718,0.30460140,-0.13287118,0.00000000,0.00000000
-0.39511275,-2.17000008,-0.12785102,-0.26261726,-0.95323110,0.00000000,0.00000000,0.28457421,2.16221070,0.74709225,0.31968063,-0.13448727,0.00000000,0.00000000
-0.39467430,-2.17000008,-0.12649420,-0.26657125,-0.94924760,0.00000000,0.00000000,0.27325004,2.15405226,0.75273776,0.33760196,-0.14075440,0.00000000,0.00000000
-0.39364612,-2.17000008,-0.12519763,-0.27161148,-0.94358659,0.00000000,0.00000000,0.25913951,2.14284754,0.75949097,0.35851046,-0.14958487,0.00000000,0.00000000
-0.39195538,-2.17000008,-0.12395160,-0.27781293,-0.94035083,0.00000000,0.00000000,0.24171965,2.12853503,0.76730680,0.38254657,-0.15945417,0.00000000,0.00000000
-0.38961402,-2.17000008,-0.12275915,-0.28521696,-0.93204498,0.00000000,0.00000000,0.22046328,2.11093974,0.77615207,0.40984613,-0.16630682,0.00000000,0.00000000
-0.38673773,-2.17000008,-0.12164152,-0.29381627,-0.91821730,0.00000000,0.00000000,0.19484816,2.08974600,0.78601623,0.44053328,-0.17351188,0.00000000,0.00000000
-0.38350248,-2.17000008,-0.12063282,-0.30357039,-0.90158606,0.00000000,0.00000000,0.16435789,2.06445360,0.79692352,0.47470579,-0.18221447,0.00000000,0.00000000
-0.38012987,-2.17000008,-0.11977749,-0.31443059,-0.89219385,0.00000000,0.00000000,0.12843843,2.03431630,0.80893224,0.51239610,-0.18240328,0.00000000,0.00000000
-0.37691486,-2.17000008,-0.11913683,-0.32629213,-0.88205349,0.00000000,0.00000000,0.08644215,1.99825585,0.82213926,0.55351806,-0.18876530,0.00000000,0.00000000
